step,_step,_runtime,train/loss,train/grad_norm,train/lr,train/loss_smooth,_timestamp,valid/action_l1,valid/action_l1_std,valid/is_best,eval_D/eval_batches,eval_D/std_action_l1,eval_D/mean_action_l1
16000.0,15,4.8693784,0.29323529411764704,2.066901960784314,0.0001,0.29604298862402106,1781665475.0391405,,,,,,
17000.0,16,4.8699546,0.2911020408163265,2.0546938775510206,9.999999999999999e-05,0.29048282170010864,1781665475.0397167,,,,,,
18000.0,17,4.8699546,0.28727450980392155,1.9983137254901961,0.0001,0.2854193677470988,1781665475.0397167,,,,,,
19000.0,18,4.8705355,0.27908163265306124,1.853795918367347,9.999999999999999e-05,0.28104401760704284,1781665475.0402975,,,,,,
20000.0,19,5.8637957,0.2755686274509804,1.9130196078431374,0.0001,0.2765876636368833,1781665475.0402975,,,,,,
21000.0,20,5.8643474,0.2716734693877551,1.8505510204081634,9.999999999999999e-05,0.2721585205510776,1781665475.0408685,,,,,,
22000.0,21,5.8643474,0.2693725490196079,1.8650588235294117,0.0001,0.2678044360601383,1781665475.0414276,,,,,,
23000.0,22,5.8643474,0.2620408163265306,1.7406938775510203,9.999999999999999e-05,0.26448745212370667,1781665475.0414276,,,,,,
24000.0,23,5.8643474,0.2600980392156863,1.8289803921568628,0.0001,0.26066861030126337,1781665475.0423346,,,,,,
25000.0,24,5.8643474,0.25679591836734694,1.704734693877551,9.999999999999999e-05,0.25715503344194823,1781665475.0430794,,,,,,
26000.0,25,5.8643474,0.2558627450980392,1.7421568627450978,0.0001,0.2536149316869605,1781665475.0436497,,,,,,
27000.0,26,5.8643474,0.24883673469387754,1.686204081632653,9.999999999999999e-05,0.2510816282556979,1781665475.0439909,,,,,,
28000.0,27,5.8643474,0.247078431372549,1.6732156862745098,0.0001,0.2495788930956998,1781665475.0451856,,,,,,
29000.0,28,5.8643474,0.24459183673469387,1.6641428571428574,9.999999999999999e-05,0.24813548804137037,1781665475.0455337,,,,,,
30000.0,29,5.8643474,0.2443076923076923,1.7040384615384616,0.00010000000000000002,0.24620367377720317,1781665475.046045,,,,,,
1000.0,30,5.8643474,,,,,1781665475.0466125,0.5503261765837669,0.1196872168107575,1.0,,,
2000.0,31,5.8643474,,,,,1781665475.047138,0.5276764813065529,0.1227848738204864,1.0,,,
3000.0,32,5.8643474,,,,,1781665475.0478723,0.5184451168775559,0.1235872656064811,1.0,,,
4000.0,33,5.8643474,,,,,1781665475.0484593,0.5029049545526505,0.117167229428029,1.0,,,
5000.0,34,5.8643474,,,,,1781665475.0490916,0.4913177508115768,0.1249328616069064,1.0,,,
6000.0,35,5.8643474,,,,,1781665475.0497937,0.4977848547697067,0.1265809379602796,0.0,,,
7000.0,36,5.8643474,,,,,1781665475.0508437,0.4921625027060509,0.1327289037178544,0.0,,,
8000.0,37,5.8643474,,,,,1781665475.0513594,0.4853642493486404,0.1398486843116487,1.0,,,
9000.0,38,5.8643474,,,,,1781665475.0519385,0.4835012459754944,0.1323510180015462,1.0,,,
10000.0,39,5.864918,,,,,1781665475.0524697,0.4756910932064056,0.128746179295298,1.0,,,
11000.0,40,5.864918,,,,,1781665475.0532284,0.4817433008551597,0.1332632977121683,0.0,,,
12000.0,41,5.864918,,,,,1781665475.053787,0.4840435826778412,0.1325681536052296,0.0,,,
13000.0,42,5.864918,,,,,1781665475.0543242,0.4966513514518738,0.1425591935119728,0.0,,,
14000.0,43,5.864918,,,,,1781665475.0548322,0.4755441871285438,0.1422430681660914,1.0,,,
15000.0,44,5.865467,,,,,1781665475.05525,0.4795053318142891,0.1444122664526667,0.0,,,
16000.0,45,5.865467,,,,,1781665475.0557566,0.4832038041949272,0.1426466631376212,0.0,,,
17000.0,46,5.865467,,,,,1781665475.056276,0.4863683900237083,0.1382558300096249,0.0,,,
18000.0,47,5.865467,,,,,1781665475.0580263,0.4962547072768211,0.1454187477053981,0.0,,,
19000.0,48,5.865467,,,,,1781665475.058538,0.4844005706906318,0.1490327958922998,0.0,,,
20000.0,49,5.865467,,,,,1781665475.059152,0.4826240187883377,0.1404144356219344,0.0,,,
21000.0,50,5.865467,,,,,1781665475.0606923,0.4832046666741371,0.1523556125484255,0.0,,,
22000.0,51,5.865467,,,,,1781665475.0614302,0.4854224622249603,0.1465788297929856,0.0,,,
23000.0,52,5.865467,,,,,1781665475.0619705,0.4839747110009193,0.1554265000771648,0.0,,,
24000.0,53,5.8660371,,,,,1781665475.0628877,0.4826404389739036,0.1487472500484188,0.0,,,
25000.0,54,5.8660371,,,,,1781665475.0636358,0.485425933599472,0.1570665924949524,0.0,,,
26000.0,55,5.8660371,,,,,1781665475.0641694,0.4876741468906402,0.1529003625533126,0.0,,,
27000.0,56,5.8660371,,,,,1781665475.0663533,0.4996041792631149,0.1465661174950365,0.0,,,
28000.0,57,5.8660371,,,,,1781665475.0669096,0.4919519153237343,0.1544058358316621,0.0,,,
29000.0,58,5.8660371,,,,,1781665475.0674284,0.4981138774752617,0.16876682419309,0.0,,,
30000.0,59,5.8660371,,,,,1781665475.0677502,0.4772447982430458,0.1546359148743846,0.0,,,
,60,5.8660371,,,,,1781665475.0677502,,,,200.0,0.1473990968937971,0.4962553956359625
